93270,436208,19
93268,436221,2
93341,436273,19
93333,436235,3
93354,436284,2
93343,436199,3
93265,436191,2
93296,436202,3
93237,436188,2
93336,436236,3
93350,436312,18
93283,436307,3
93268,436202,17
93260,436293,17
93264,436260,18
93325,436284,6
93355,436248,3
93246,436201,16
93307,436289,16
93247,436203,2
93348,436287,4
93286,436188,9
93307,436245,18
93247,436275,2
93278,436220,17
93342,436258,3
93293,436282,20
93305,436278,7
93215,436200,3
93206,436225,16
93273,436302,18
93302,436274,7
93310,436193,16
93271,436200,3
93358,436230,18
93276,436278,3
93239,436210,7
93317,436257,17
93329,436245,3
93312,436187,16
93244,436288,2
93359,436217,5
93267,436304,2
93347,436252,3
93246,436205,3
93277,436201,3
93309,436251,16
93318,436211,2
93322,436276,13
93324,436246,3
93320,436240,4
93304,436204,12
93224,436223,4
93332,436211,10
93270,436255,18
93320,436277,8
93236,436239,3
93298,436310,2
93329,436186,6
93305,436259,5
93240,436182,3
93310,436307,17
93210,436202,3
93284,436230,12
93273,436306,16
93208,436221,3
93358,436201,12
93290,436227,19
93317,436251,19
93225,436265,2
93344,436306,3
93274,436216,18
93249,436220,6
93229,436252,13
93336,436228,3
93246,436293,3
93251,436221,6
93360,436226,16
93341,436248,3
93313,436288,7
93299,436280,16
93338,436265,17
93286,436278,19
93213,436243,2
93317,436249,18
93304,436232,16
93263,436249,19
93212,436257,6
93276,436276,3
93328,436228,3
93255,436245,20
93355,436297,3
93245,436285,2
93301,436288,19
93308,436239,18
93360,436293,3
93342,436193,5
93210,436256,6
93211,436253,6
93253,436222,8
93258,436204,16
93292,436212,3
93349,436298,3
93251,436288,2
93292,436219,3
93293,436277,17
93206,436189,17
93337,436199,3
93354,436277,16
93336,436218,10
93277,436244,6
93335,436189,3
93304,436205,13
93232,436311,0
93267,436310,2
93226,436237,2
93331,436232,11
93290,436298,2
93299,436288,20
93265,436291,16
93330,436269,17
93322,436241,3
93337,436275,17
93305,436220,9
93359,436261,3
93224,436203,4
93360,436281,2
93351,436311,19
93215,436211,2
93329,436217,3
93357,436196,17
93334,436191,3
93345,436209,10
93348,436263,9
93274,436261,19
93356,436247,3
93335,436305,9
93282,436221,20
93307,436239,18
93227,436209,20
93299,436264,7
93288,436185,2
93227,436275,6
93337,436304,12
93226,436275,6
93276,436194,10
93269,436231,2
93252,436234,17
93322,436271,8
93327,436188,3
93349,436303,3
93326,436219,3
93312,436241,17
93264,436304,6
93357,436231,18
93247,436187,3
93299,436291,19
93237,436231,18
93238,436243,2
93265,436276,2
93308,436245,19
93209,436291,0
93240,436225,20
93344,436212,10
93339,436243,3
93204,436296,0
93264,436300,2
93243,436215,7
93277,436289,2
93201,436182,16
93291,436277,18
93289,436262,7
93250,436205,4
93351,436248,12
93277,436285,2
93312,436237,3
93213,436201,3
93342,436301,9
93297,436290,19
93232,436199,3
93218,436236,2
93259,436188,3
93252,436283,2
93280,436276,17
93205,436245,6
93343,436313,9
93303,436211,3
93341,436286,14
93238,436245,2
93255,436296,2
93351,436282,3
93239,436242,2
93335,436224,3
93349,436284,3
93263,436211,6
93249,436209,6
93234,436189,3
93310,436232,3
93318,436226,10
93359,436231,18
93263,436217,3
93319,436230,11
93289,436299,2
93298,436260,7
93292,436208,3
93353,436241,3
93265,436187,3
93289,436216,3
93358,436284,2
93227,436200,4
93220,436188,19
93315,436193,16
93221,436189,18
93204,436233,13
93351,436208,10
93328,436258,18
93211,436233,18
93313,436302,20
93251,436238,20
93257,436186,3
93299,436292,19
93269,436247,6
93277,436291,2
93256,436222,9
93256,436296,2
93274,436236,3
93232,436273,2
93264,436223,3
93266,436247,16
93261,436277,2
93285,436266,13
93287,436292,2
93360,436263,3
93294,436263,7
93314,436196,16
93204,436183,18
93313,436187,16
93245,436183,2
93358,436308,18
93271,436223,4
93261,436238,7
93352,436238,3
93314,436200,15
